Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Valor,NACIONALITAT_CONTINENT,EDAT_Q,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,46,1,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,49,1,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,30,1,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,34,1,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,14,1,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,23,1,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,19,1,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,58,1,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,82,1,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,152,1,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,79,1,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,185,1,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,74,1,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,167,1,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,92,1,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,147,1,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,56,1,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,140,1,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,64,1,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,114,1,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,49,1,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,85,1,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,40,1,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,51,1,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,23,1,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,30,1,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,14,1,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,25,1,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,11,1,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,18,1,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,10,1,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,1,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,9,1,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,1,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,1,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,48,2,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,43,2,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,52,2,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,60,2,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,49,2,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,46,2,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,60,2,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,51,2,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,165,2,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,128,2,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,418,2,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,345,2,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,376,2,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,448,2,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,269,2,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,301,2,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,162,2,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,182,2,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,114,2,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,124,2,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,78,2,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,98,2,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,66,2,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,51,2,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,48,2,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,37,2,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,31,2,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,32,2,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,17,2,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,2,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,2,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,8,2,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,10,2,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,5,2,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,2,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,392,3,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,437,3,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,211,3,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,271,3,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,222,3,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,220,3,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,195,3,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,271,3,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,326,3,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,505,3,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,596,3,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,691,3,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,667,3,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,844,3,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,616,3,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,764,3,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,546,3,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,821,3,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,401,3,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,628,3,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,308,3,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,449,3,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,246,3,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,303,3,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,147,3,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,164,3,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,89,3,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,98,3,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,47,3,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,41,3,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,33,3,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,14,3,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,15,3,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,7,3,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,3,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,484,4,0,1
2023-01-01,1,Ciutat Vella,1,el Raval,500,4,0,2
2023-01-01,1,Ciutat Vella,1,el Raval,608,4,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,666,4,1,2
2023-01-01,1,Ciutat Vella,1,el Raval,674,4,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,721,4,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,628,4,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,637,4,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,886,4,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,778,4,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,1287,4,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,1258,4,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,1207,4,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,1404,4,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,952,4,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,1170,4,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,896,4,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,1174,4,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,978,4,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,1175,4,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,929,4,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,1095,4,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,845,4,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,950,4,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,794,4,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,773,4,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,697,4,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,571,4,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,529,4,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,466,4,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,456,4,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,390,4,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,345,4,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,254,4,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,363,4,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,183,4,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,214,4,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,53,4,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,72,4,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,22,4,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,14,4,20,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,4,20,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,4,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,5,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,5,999,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,..,999,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,1,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,23,1,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,1,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,1,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,1,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,1,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,48,1,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,1,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,300,1,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,57,1,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,314,1,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,59,1,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,248,1,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,36,1,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,189,1,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,37,1,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,141,1,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,33,1,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,114,1,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,1,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,74,1,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,17,1,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,60,1,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,1,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,35,1,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,1,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,28,1,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,1,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,14,1,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,1,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,2,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,2,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,2,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,50,2,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,2,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,41,2,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,43,2,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,47,2,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,184,2,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,114,2,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,334,2,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,241,2,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,310,2,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,302,2,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,195,2,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,242,2,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,141,2,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,132,2,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,2,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,84,2,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,72,2,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,51,2,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,2,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,54,2,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,40,2,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,30,2,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,27,2,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,22,2,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,13,2,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,16,2,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,9,2,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,8,2,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,2,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,2,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,70,3,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,70,3,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,52,3,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,48,3,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,3,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,45,3,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,46,3,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,67,3,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,86,3,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,542,3,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,125,3,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1084,3,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,194,3,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,1200,3,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,115,3,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,872,3,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,99,3,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,668,3,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,69,3,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,406,3,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,3,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,263,3,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,39,3,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,160,3,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,29,3,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,93,3,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,11,3,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,66,3,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,18,3,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,3,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,5,3,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,3,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,162,4,0,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,187,4,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,164,4,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,173,4,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,183,4,2,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,184,4,2,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,199,4,3,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,206,4,3,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,481,4,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,349,4,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,831,4,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,717,4,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,683,4,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,736,4,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,516,4,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,578,4,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,389,4,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,560,4,8,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,403,4,9,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,525,4,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,388,4,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,536,4,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,368,4,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,482,4,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,353,4,12,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,369,4,12,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,277,4,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,278,4,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,233,4,14,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,218,4,14,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,192,4,15,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,159,4,15,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,138,4,16,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,95,4,16,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,133,4,17,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,56,4,17,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,80,4,18,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,34,4,18,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,31,4,19,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,19,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,20,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,4,20,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,0,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,1,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,1,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,4,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,5,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,6,5,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,7,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,7,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,10,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,10,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,11,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,13,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,5,13,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,4,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,5,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,6,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,6,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,8,1
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,9,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,11,2
2023-01-01,1,Ciutat Vella,2,el Barri Gòtic,..,999,12,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,8,1,0,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,10,1,0,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,3,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,3,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1,4,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,30,1,4,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,18,1,5,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,50,1,5,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,1,6,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,36,1,6,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,22,1,7,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,40,1,7,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,22,1,8,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,37,1,8,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,10,1,9,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,25,1,9,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,8,1,10,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,16,1,10,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,7,1,11,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,9,1,11,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,7,1,12,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,9,1,12,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,13,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,7,1,13,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,14,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,14,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,15,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,15,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,16,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,..,1,16,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,15,2,0,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,14,2,0,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,18,2,1,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,17,2,1,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,19,2,2,1
2023-01-01,1,Ciutat Vella,3,la Barceloneta,12,2,2,2
2023-01-01,1,Ciutat Vella,3,la Barceloneta,21,2,3,1
